,text,cluster_id,centroid
669, fills coffee up halfway uses irish cremes to fill other half ,0,False
670, hot off the press here todd mcshay first post combine mock draft including a new ,0,False
671,two red bones kissing and the back seat,0,False
672,i traveled back in time to middle earth and crept up on my enemy i slit the hobbit is throat and by reflex vomited into my trembling hand ,0,False
673, some birds are not meant to be caged,0,False
674,every gook in los angeles should be deported or killed ,0,False
675,if anyone wants to bring me a sweet tea to my party that make my birthday perfect well that and cracker barrel ,0,False
676, when people say coloured ,0,False
677, white pony ariza is a snake and a coward but at least he is not a cripple like your hero roach ,0,False
678, stegosaurus hissed like a snake pterodactyl sounded like a crow rex like a cross between a parrot and an elephant,0,False
679,black people like disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity,0,False
680, me and are in our yellow submarine  ,0,False
681, joey badass said traded in my nikes for a new microphonei guess it is safe to say he isold his soles for a new life ,0,False
682,fuck michelle obama that monkey does not belong in the white house,0,False
683,some of these hood negros do not deserve bail money the way they be visiting jail ,0,False
684,i cannot watch charlie cloud  because i cry like a little baby every single time ,0,False
685, christians massacred by jihadi muslims while they slept including pastor his wife kids ,0,False
686,feelin all warm and fuzzy inside ,0,False
687, honey just textith me,0,False
688,my boy kkeldalegend took me out for some more of that good old new orleans soul food ,0,False
689, only one problem theres a no pussies allowed sorry ,0,False
690,i really want a sports star to get a pet monkey and name him achilles ,0,False
691, once again birds of a feather ,0,False
692,let just say the hotel i have been staying at is not going to want this hand towel back i had no idea i could turn them that ishade of yellow ,0,False
693,true i need to sleep to make them gain so all the hoes stay alright later ,0,False
694,this  girl  thincc she wouldress coding me ,0,False
695, you are reading you coon,0,False
696,do you have a nickname what is it tator tator tot tightey whitey whitey jr taylor whitey pants agent ,0,False
697,match but when i pull up its other niccas with your ,0,False
698,cheez its honey bbq lays oreos and a monstrous glass of right now i am the skinny fat poster boy ,0,False
699, illegals bringing diseases across border contagious patients separated from others by yellow tape pregnant teens ,0,False
700,never turned my back on the birds,0,False
701,cheers young lady forever young grabs flask and chugs ,0,False
702, the paranoid fear of sharia on the right boils down to christian fundamentalists should be the oppressors ,0,False
703, larsen your a cunt,0,False
704, neo i am a strong believer that birds of a feather flock together,0,False
705,this  girl  thincc she wouldress coding me ,0,False
706, good morning baton rouge a having a nip of ,0,False
707, also nack which autocorrect changed so i am putting my phone in the garbage and going to sleep,0,False
708,sick of your coon antics accuracy henny water ,0,False
709,stoni is a fuckin queer ,0,False
710,cardinals score they lead in the top with birds on base nlcs sfvsstl,0,False
711, and nak status report making a pit stop in canada to rape bitches,0,False
712,baked montreal chicken cheesy brussels sprouts garlic butter triple cheddar chives yellow mashed ,0,False
713, of the world mammals birds reptiles amphibians fish vanished between ,0,False
714,you are stuck on ghetto middle school days step our   how i stuck in the middle school games jusy ,0,False
715, i am not a liberal i support changing the name it transcends standard political grandstanding ,0,False
716, yankees i went to golds with cruz in when he was a sound no upper lower body strength  now hitter won say the word ,0,False
717, when the rose colored glasses come off and you still want to be there true love happens ,0,False
718, my nerves are being worked cos of my monkey ,0,False
719, when rednecks fool around with the aux cord ,0,False
720, skelton do not get me wrong i hunt birds but that is a lot of work well i just is not that hungry,0,False
721, she got this yellow rice black beans and pork chop ,0,False
722, man city and the yankees have got together to form them club they begin playing in ,0,False
723, do you still have your black poem ,0,False
724, vertical nip bars i already have horizontal ones so i think it will look hella cute,0,False
725,flights from liberia should just be rerouted to ferguson birds stone ,0,False
726,i really hate attention seeking hoes hope the you all would die,0,False
727,who remembers when we were in middle school high school and would throw paper in the garbage from our seat and yell ,0,False
728, fills coffee up halfway uses irish cremes to fill other half ,0,False
729,no one has even eaten a twinkie in like decades ,0,False
730,he may be the president but that would does not necessarily mean he is in the sole  position of power in regard to making such decisions ,0,False
731, there  classic kelly usher and then there is classic stevie wonder prince not that there is anything wrong with ,0,False
732, the garbage generation ,0,False
733, reason i did not order a shirt taffy will know where i live and he would probably find me and stab me ,0,False
734,the punishment should fit the crime for instance if you take the last twinkie you should choke on that twinkie twinkie are sacred ,0,False
735, my fault it sound like it ,0,False
736,stoni is a fuckin queer ,0,False
737, i wonder if those fans in feel like charlie brown after lucy pulls the ball away ,0,False
738, no steak here either no hurry on brownies just that picture you posted made me all but drool on my phone ,0,False
739,said he is not doing collabs for anything less than mil naira like boy ,0,False
740,the perfect gift for the jihadi on your shopping list ,0,False
741, kem my favorite shark is megaldon my least favorite is a mud shark they are the worst,0,False
742, it the best thing ever driving past crowds of people at shows and seeing bandannas coloured hair shirts that you have made ,0,False
743, analyzing the impact of masahiro tanaka on springtraining daily brought to you by ,0,False
744, bri one of my classmates offered my teacher and brownie and someone said you  trying to earn brownie points ,0,False
745,monkey see monkey do,0,False
746,i am not big on the uncle tom slur anyway but can we at least reserve it for those who earn it not just those who dare to not vote them ,0,False
747, we agree do you fuck yes i do send those illegal wetbacks home ,0,False
748,no love in the ghetto ,0,False
749,i have seen majorleauge with charlie sheen and the giants committed sin when they worshipped barrybonds as a batting coach ,0,False
750,leave it  whine about infrastructure when they the ones who will not pay for it waiting on god to fix it ,0,False
751, steve spurrier just sorta compared alabama to the yankees they ve new yorkgot the biggest payroll they would not win ever ,0,False
752, when you open your starburst candy and get yellows ,0,False
753,the chinks really hunting their food dog shot with arrow in and east ,0,False
754, when your phone goes off in class and the teacher says turn that garbage off but its a song from your mixtape ,0,False
755,nipple banana monkey ,0,False
756, as long as its not one of those special brownies right ,0,False
757, were you expecting anything short of fireworks in his final homestand farewell captain ,0,False
758, henry waxman gets caught in a classic charlie segment after charlie comes to dc for today general manager hearing ,0,False
759,four to back up this iphone jokes  ,0,False
760,get fucked you racist inbred hillbilly fuck,0,False
761,bae won his game redskins,0,False
762, i do hate the player and the yankees if i hate the yankees for their payroll i have to hate the dodgers ,0,False
763, i thank every broad in the universe who takes that step forward puts colored contacts in her eyes that is one less person ,0,False
764,oh i forgot we lived in the ghetto hoodrats,0,False
765,why do the trashiest really ghetto girls always get the most likes and comments on insta boys up and down their pictures ,0,False
766, i am a thrill billy with a good heart jesus murphy ,0,False
767, you sure do have a pretty face for a cripple,0,False
768,there someone riding around the robinson walmart in a lawn mower with headlights added reallife,0,False
769,apple need to add some colored emoji,0,False
770,proud to be a redneck patriot ,0,False
771, only good thing about this season firecashman ,0,False
772,someone mother called me a handsome buff yellow thang last night my ego was temporarily elevated and was dying ,0,False
773, winning browns cle cleveland fans cleveland pride cleveland browns cleveland sports browns brownie ,0,False
774,what an  amazing proud day it was today for and blockheads time for bed good knight ,0,False
775, friday harlem the lost histories of south asian america ,0,False
776,my nips are cold ,0,False
777,i saw a great chimpout summers ago a middle aged salvadoran and his year old son got wasted by beaners at the metlife ,0,False
778, stay safe out there charlie ,0,False
779,ted cruz we are proud wacko birds stand with cruz keep cruzing is that a pun ,0,False
780, that is hoser to you ,0,False
781, you mean the one i colored with crayons is not copacetic ,0,False
782, my precious gook baby ,0,False
783,with louisville losing last night a win to tonight should have them back in the top basketball hoosiers,0,False
784,i want some monkey bread ,0,False
785,daniel there is no cow tipping and downs in jackson this city living ,0,False
786, love birds used to feed them when i lived in state have them on ,0,False
787,oh my god  you will not say it to my face stupid ass hoes talkin shit whoop her ass over dramatic teenage girls ,0,False
788, he is a greaser,0,False
789,goss who wants to chill on campus me throw bibles at bitches taking the walk of shame ,0,False
790,my bf loves crows thought he might enjoy the last tweet ,0,False
791,special thanks to tina charlie and staff at waverly hills thanks to everyone that would dedicated time to make ,0,False
792,munching on ww crackers studying trans since new york i have not had a thing in over years club insomnia ,0,False
793,i was accused of never taking a full front face shot so here is one no slant or angle or nothing ,0,False
794, just learned that there was a japanese political plot to assassinate charlie chaplin please option this tweet now ,0,False
795, no  got lucky some washing on the slopes  going to  make it a little rough combining but feeling very fortunate today,0,False
796, gerry remember all the garbage on the floor of your car we upgraded it put wale the gifted so it feels like your old car ,0,False
797, i assume so the tranny went out this morning i have a maxima ,0,False
798, he now resides on the mantle piece ,0,False
799, the shines its lights in yankees pinstripes in honor of derek jeter farewell captain ,0,False
800, if you had decide to do  should make her a glad we have gorgeous rust colored ones coming up over here ,0,False
801, thanks honey i am so crushed i love working out it will be months gone by the time i go back ,0,False
802, if those captcha pictures get any more fuzzy i am going to need a bot to decipher them,0,False
803,this billy crystal tribute to derek jeter is crazy i hate the yankees but man derek jeter pect,0,False
804, derek jeter as a lifelong yankees man i will miss you first ballot unanimous,0,False
805, pink albino dolphins are extremely rare but do exist in the wild ,0,False
806, oreo ice cream sandwiches ,0,False
807, naming my son caesar dawn of the apes is the absolute best movie i have ever seen in my entire life ,0,False
808, reports say female victim was shot while waiting for an oreo mcflurry,0,False
809,looking forward to ncaa and nba basketball in the states soon   hoosiers pacers pacernation and of course breadsticks ,0,False
810, someone recently told me that a local yokel was going to use my twitter account to damage me so yes ,0,False
811,correction when the sky is yellow death is upon us no i am scared,0,False
812,jihadis keep on prattling about having shot down today what they think is an apache helicopter maybe it was an,0,False
813,these birds messy ,0,False
814,cleveland is the best team for manziel honestly the oc can use the offense he had with the redskins the browns is nice wit a definitely ,0,False
815,i was accused of never taking a full front face shot so here is one no slant or angle or nothing ,0,False
816,speaking of ford and garland i need to get my sub from there and a job application  killin birds with one stone merica,0,False
817,i used to chug vodka and orange juice i also used to chug vodka and gatorade i used to chug vodka ,0,False
818,hand me a brew and i will chug it,0,False
819,ciara not a ghetto name well kinda but it is not ashanti ,0,False
820,some jihadi posted a bio of the boss mr awad with excellent sociological info can thank him her enough for the gift ,0,False
821,want to go get this brownie i am stuck doe ,0,False
822,were going to shake our honkey tonk badonkadonks boyden,0,False
823, teixeira on point tonight yankees,0,False
824, he now resides on the mantle piece ,0,False
825, so white people selling african art not cool okay blackish redskins doublestandard,0,False
826,charles tillmans eyes are more yellow than corn,0,False
827, that would be your yankees earl we all know they should win all ,0,False
828, tornado sirens atleast i will be dying with you guys krizanovic and this ,0,False
829, austin is so cute like look at him all excited  because he got oreos ,0,False
830, did your think of checking the plane full of people ,0,False
831, she was not saying she would but yes me and kannon have both been in the ghetto and know what it is like so you look dumb ,0,False
832, looking at the royals and wondering what could have been if we had decimate the yankee farm system ,0,False
833, must watch bill maher schools pbs host charlie rose over islam illiberal beliefs ,0,False
834, looks like a less squinty eyed to me  ,0,False
835,now i am seeing chatter among jihadi fans taking credit for an alledged kidnapping of a frenchman in algeria france,0,False
836, lou gehrig had hand fractures in his career played in straight games ironhorse yankees ,0,False
837, reaper drones pinpoint jihadi john ,0,False
838,there is a talking monkey live on the internet will wonders never cease ,0,False
839,mulah hood bitches with long weave is the worst thing ever weave that be touching their ,0,False
840, humans are evil man cutting tusks of these beautiful animals so chinks think the get a hard on ,0,False
841, sorry i missed that you mean where i live is disgusting or that that muzzies in the uk disgusting or both have a great sun ,0,False
842, that is definitely the problem if his teacher was a spear chucker he,0,False
843, when hollywood underwood took his shirt off and started screaming in the would dark like a horror movie with the nips ,0,False
844, gun sales have skyrocketed gun crime has fallen sharply any claim to the contrary is using fuzzy math ,0,False
845,you know she is a dyke when she asks for men golf clubs,0,False
846,so many hoes whipped you would have thought we were still in slavery,0,False
847,text me instead of playing flappy birds so i know its real,0,False
848, it okay chiquito i am not in the ghetto anymore ,0,False
849, you should check it out it am not animated and has charlie murphy in it,0,False
850,unintended consequences of the current fed regulations trays of uneaten food thrown in the garbage hungry kids ,0,False
851,i uploaded a video go proud makes money out of twinkie crisis in free market spirit,0,False
852,mentions probably look like a septic tank go ahead meme me cosby meme ,0,False
853, i am finally ready to mass market my skidmark resistant tighty whities but apparently uncrustables is already taken  ,0,False
854, find one where be beat nathan moons head into the ice too old andrew is straight as far as hockey ,0,False
855, holiday season live shy glizzy feat plies free that gang ,0,False
856,cookies and crackers are not even on the same level ,0,False
857, drew chaysin condom were invent for that sole purpose,0,False
858, not all black girls are ghetto though,0,False
859, and i thought i had a problem oreos ,0,False
860,whoops bought snuggly hideous fuzzy boots  because it is cold as balls all of a sudden,0,False
861, when people say coloured ,0,False
862,   i will trade you one car drift for brownies ,0,False
863,me hubby relaxing from the studio for a little then headed str to my honey birthday bash kristen ,0,False
864, thats just me rooting against a team i hate not are retard you have a different favorite,0,False
865,this picture on weibo made china censors add big yellow duck to its list of banned terms ,0,False
866, rip tom foley rip greg sikorskey rip charlie anaya rip wells crowther rip andy fredericks,0,False
867,photo check for background spooks ,0,False
868, nbc news projects charlie baker wins massachusetts governor ,0,False
869,im a what,0,False
870, is that an albino mexican no dad he is asian ,0,False
871,just posted a photo yankee stadium ,0,False
872,man in zebra print dress robs bank ,0,False
873, new way to look for aliens find their garbage,0,False
874,yankee pinstripes might be the best unis in the but the gray road ones are the worst looks like an elephant trapped in a circus tent,0,False
875,im telling you man roethlisberger got his record expunged and became garbage ,0,False
876, got off slots for sole sauce for the early birds today use save at checkout ,0,False
877,the reason you called jesus a monkey is  because you knew he was not your color farrakhan the time,0,False
878, cracker jack shut the fuck up,0,False
879,shut up birds it is bed time ,0,False
880, memes buckwheat and porky ,0,False
881, stink should shut his hole just perform his tricks like a good trained monkey,0,False
882, keys open doors when them keys is albino,0,False
883, roseanne really bums me out the ishow and the woman on that note it is time to chug some ,0,False
884,can take you coons now here i mean nowhere,0,False
885, you mean like the yankees did this year when they prioritized a farewell tour over a playoff run ,0,False
886,man arrested after opened nip bottles of vodka found in car ,0,False
887,bald head bitches think it is their time to prosper ,0,False
888, was just wondering if your espect to add mo colored tv stations befo i renew this ,0,False
889,well how else will white people get us to forget our horrific past other than to pam not a pretty picture of hoe ,0,False
890,new test makes your poop neon colored if you have colon cancer ,0,False
891, photo he is in sole heaven,0,False
892, bless jesus love happy belated sixty fifth birthday aunt mary agnes strong,0,False
893, yellow card issued for temple,0,False
894, throw at that zombies,0,False
895,taria the filterless the angelic sis im the ,0,False
896,if you are not directly descended from european royalty and upper nobility then you are not fully human you are just common gutter garbage ,0,False
897,only retards retweet fuckry,0,False
898, polly want a cracker dumb to ,0,False
899,she was telling me about this kid who is soles of his shoes are falling off i am going to get him some shoes hope his parents do not get mad,0,False
900, monkey look just like you ,0,False
901, i likes the yankees,0,False
902,sierra almost got caught with the ole hick ,0,False
903, remember when we paused an all star game to honor mariano rivera ,0,False
904,jacob you look like a monkey in this ,0,False
905, coons and monkeys like you hadisgust me you minstrel show negro crying about shit all the time you are a disgrace everywhere,0,False
906, muslim jihadi fighters book tickets on cruise ships to syria and iraq ,0,False
907, saw that there is a slope to the wire that enough for a zip line business opportunity,0,False
908, tranny dragons eh i know some people that will love this ,0,False
909, you are rebel next you you will be ripping mattress tags off it a slippery slope ,0,False
910, i love black shoes because i can match them with anything but i also need some colored shoes,0,False
911,baked montreal chicken cheesy brussels sprouts garlic butter triple cheddar chives yellow mashed ,0,False
912,i have no clothes that make me look like a redneck but i tried my best ,0,False
913,getting off twitter trying stress me out more i do not need this type of heat ,0,False
914, deep fried oreos ,0,False
915, report what you want but physically chasing hounding is uncivilised also in case of bansal gadkari ,0,False
916, it is supposed to be grey with speckled blue midsole and the isoles are more yellow than icy so pass,0,False
917, star  monkey feet i like it but real feet are magical on a back it ismoothes every nook and cranny of tightness ,0,False
918, our people now is the time for the aryan race stand up and say no more before the mongerls turn the world into a slum ,0,False
919,gary girl was a tranny car i wonder what would have become of if he would written gary girl ,0,False
920, learn how to type your ,0,False
921, have heard good grousings that bugs much worse in the cafesince microphone shut down ,0,False
922,this reminds me of another quality video  he is not fittin to front for these peckerwoods ,0,False
923, well there is difference between erick erickson and me i have always understood obama is muslim jihadi sympathizer ,0,False
924,i am just sitting here waiting for twitter to explode once this yankees game ends,0,False
925, matthias my wife is a superb financial brian carry on with your labelling in her presence and see ,0,False
926,we had them birds ,0,False
927, yes yes i know all about the reconciliation it was my idea you are welcome ,0,False
928,washing my coon hair,0,False
929,how you like me now shouts out my man style fool this ,0,False
930, askim would you rather drink squirrel pee or johnny depp wig in charlie and the chocolate factory ,0,False
931,shit still in the same spot as years ago beefing with the same nighas sleeping with the same hoes eating from the same restaurant ,0,False
932,epic mickey time two and a half men while i shiver tht sounds more like it ,0,False
933, yankee doodle had a farm cotton farm,0,False
934, i am she cool though might off her a brownie ,0,False
935,i want a four loco right now so i can chug it and go straight to sleep ,0,False
936, what we had with our foolish proud selves roll our eyes pretend that we had see mock or laugh at them arrogant attitudes,0,False
937, in the nothing lasts forever category i can barely recognize any yankees tonight ,0,False
938, saw that there is a slope to the wire that enough for a zip line business opportunity,0,False
939, it always looks so nice i was  going to  buy this yellow one,0,False
940, i feel that i see nothing wrong with the gta killing bc it is not the sole  purpose of the game,0,False
941, when i was little i remember laying horrified in bed as hand puppets held a mock trial convicting me of putting my hand up,0,False
942, of course win or lose you always had the most exciting matches spilt blood and all and you are not a good talker ,0,False
943,redneck in the white house moccasin creek ,0,False
944, in hopes of recruiting more women isis opens jihadi finishing school ,0,False
945, fuck you spear chucker,0,False
946, the derek jeter used to hit the walk off single in his final stadium at bat images authentic ,0,False
947, update collegian dressed as yellow teletubby will face charges for break in theft of chinese food leftovers ,0,False
948, happy birthday bob newhart the comedic legend turns today american masters ,0,False
949, in a ghetto you alone ,0,False
950,sore loser charlie crist won give concession speech calls for recount ,0,False
951, legacy need some ice cream and oreos ,0,False
952, how are yankees games on the radio good announcers ,0,False
953, fraser when you clam up my survival instinct is to kick the wouldoor shut,0,False
954, a girl tweeted you might be ghetto if you bring food from outside into the movies noyou might be stupid if you pay for ,0,False
955, mets superstar pitcher is at the yankees game wearing a knicks hat knickstape ,0,False
956,charlie wilson is still around ,0,False
957,scandal a negro bed wench fairy tale and propaganda via a must see for hebrew daughters of zion ,0,False
958,the yankees do not need tanaka or beltran or all these big name players believe,0,False
959,gone bust it open for a real nicca ,0,False
960,yankee homeruns make me all tingly ,0,False
961, breaking calls mass governor race for charlie baker watch live coverage on   streaming online ,0,False
962, i am finally ready to mass market my skidmark resistant tighty whities but apparently uncrustables is already taken  ,0,False
963, i miss you eating as we speak i miss you ared bone and that cooking ,0,False
964,well maryland is just a bunch of hateful rednecks anyway ,0,False
965, do birds have a out of wedlock rate is it white fathers that are running away ,0,False
966, why tori amos matters now more than ever ,0,False
967, did you say spray tan charlie crist switches back to republican ,0,False
968,once the brainwork is done on pacemakers at medical device companies they call in the contract tinker toy engineers like sc troll stribpol,0,False
969, a box full of yellow crayons ,0,False
970,penn state trying slant and screen all the way down the field ,0,False
971,if anyone wants to bring me a sweet tea to my party that make my birthday perfect well that and cracker barrel ,0,False
972,black cops want to kill white citizens spic cops want to kill anglo citizens cops are all rapists ,0,False
973,do you have a nickname what is it tator tator tot tightey whitey whitey jr taylor whitey pants agent ,0,False
974,this is why my mother is not allowed to make brownies ,0,False
975, there a reason why the yankees do not want anderson any longer ,0,False
976,sheeple just like those racist sexist  who just elected these two old white men ,0,False
977, got off slots for sole sauce for the early birds today use save at checkout ,0,False
978, how long after the name change will al memorabilia redskins name be deemed racist and therby illegal ,0,False
979, someone recently told me that a local yokel was going to use my twitter account to damage me so yes ,0,False
980,if the yankees cannot beat the red  they would not even deserve to be in the playoffs yankees redsox ,0,False
981,nobody gives me a trophy because i am old and colored favstartweets ,0,False
982,get some agen dazs ice cream bars a whole lot make sure chocolate gotta have chocolate man some popcorn red popcorn graham crackers,0,False
983, i think it is time to bring out the would drunken monkey,0,False
984, piers morgan to charlie sheen you were taking cocaine charlie sheen i was not taking it i had to pay for it,0,False
985, and thus endeth our warm fuzzy holiday lesson never take those you love for granted for they can be gone in a flash ,0,False
986, rough mock for the base of what will eventually be an ashtray ,0,False
987, if you are making clams for betting i hope you had it for a living,0,False
988, keys open doors when them keys is albino,0,False
989, son i got gatorades twinkies rice puddings pringles and cookies ,0,False
990,charlie strong is cleaning house might be upwards of released before he is done grant,0,False
991, i was in a group once but we called it a party line and old charlie the barber was always hogging the calls ,0,False
992, an for the haitian charity water is life mocks people who use first world problems ,0,False
993, no without your vote we lost the election is taking oath as pm today ,0,False
994,weekend is here what an  amazing week this has been let use this extended weekend to celebrate our successes my fellow queer folk ,0,False
995, dillema steek morele vinger maar in neus zelfde soort types bij nato stenigt vrouwen by bosjes,0,False
996, lifestyle cant the yankees make some last weeks moves ,0,False
997,more queer lady templars that is my point ,0,False
998, i wanna eat weed brownies but then i ask my self if i really wanna spend countless hours watching a documentary on sea ,0,False
999, call has a day off and for giggles heads to yankee stadium to hang with derek jeter coaching at uk is probably wearing ,0,False
1000,if i were to die and be resurrected as an animal id be a howler monkey,0,False
1001,i do not support that your idiot and if i am a you are being teabagged open wide ,0,False
1002, obama is out on the golf course still looking for his balls charlie daniels,0,False
1003, that damn dog eats most colored folk do ,0,False
1004,jihadi pop music debates your man did you hear the latest abu yasser hit no  i am totally an abu hajar fan underground culture,0,False
1005,happy birthday my little cotton picker,0,False
1006, torrence i cannot stand your cheer leading squad but i love your pom poms i will feed you bon bons all night ,0,False
1007, when kanye said mayonnaise colored benz i push miracle whips ,0,False
1008, throw me in garbage can ,0,False
1009, legend asked three year old niece why the isun is yellow her reply maybe there is bees in there ,0,False
1010, there more than one way to skin a monkey barack bushmeat obama ,0,False
1011,you know she is a dyke when she asks for men golf clubs,0,False
1012,popcorn and candy for dinner i always knew charlie brown was my spirit animal ,0,False
1013, lives keep in shape for the ski slopes,0,False
1014, let go yankees,0,False
1015, have fun i have not been to a race since charlotte crazy redneck times  ,0,False
1016,one of the world most prominent jihadi forums just got shut down ,0,False
1017, fuck you spear chucker,0,False
1018,charlie jacobs got confused about the ice bucket challenge and instead dumped a bucket of diamonds on his head ,0,False
1019, charlie crist says ocare has been great,0,False
1020,i think i will have salad bar for lunch today gotta make up for the birthday brownies ,0,False
1021, you are hairy like a monkey ,0,False
1022,segment finally did it never again watching propaganda in the morning on again on currenttv for me  ,0,False
1023, getting ready for nevada hump day real live camels ostriches and zebras my nevada hump day ,0,False
1024, searches my yellow pages app for the nearest jack in the box ,0,False
1025, good read why your cat thinks you are a huge unpredictable ape ,0,False
1026, and world series rematch yankees braves,0,False
1027,baseball for her birthday for some reason  yankee stadium on yelp ,0,False
1028, on this day the  advanced out of the group of death despite a loss to ger ,0,False
1029,hey fans is this a good score looking for more ,0,False
1030, i will slit your throat neck ,0,False
1031, so you about to purpose to charlie ,0,False
1032, it is saturday funny time you better redneck recognize ,0,False
1033, you turns on yellow no aceptar este luz rojo lights taking too long make me bilingual ,0,False
1034, i am having a date at yankee field then getting kiss cam bucketlist,0,False
1035,black cops want to kill white citizens spic cops want to kill anglo citizens cops are all rapists ,0,False
1036,to be clear i do not think there is any chance krug leaves for russia but it is fun to mock the ispeculation ,0,False
1037, once you got pressed to the ground hang up your cleats and never put them back on or think about it,0,False
1038, love you forever ling ling ,0,False
1039,dear utah polynesians again stop acting black and speaking ghetto speak you is not no ghetto niggaz ,0,False
1040,i rather hear neal degrasse tyson tell me about scientific mistakes in their assumptions than some wasp ,0,False
1041,this no beef thing is for the birds ,0,False
1042, rewrite tinker with it is official language regarding same sex relationships divorce remarriagebut nothing is set in stone at all ,0,False
1043,   i will trade you one car drift for brownies ,0,False
1044, what got me into baseball well only a couple more days till all these legends will be retired core yankees ,0,False
1045,i still cannot understand why we had dump our garbage in the ocean it is pretty big and it had surely be cheaper than launching it into space ,0,False
1046, that was my mock done on a simulator check it out pick your team how many rounds and go for it,0,False
1047, no way i am on a dude you are fat diet twinkies are the wouldevil so are breakfast tacos i miss breakfast tacos ,0,False
1048, i not a good talk polite and diplomatic on and off the court ,0,False
1049,what manner of black folk take their kids riding in the ghetto to point out misplaced youth and victimized cursed brethren and say ,0,False
1050, but is not even a blogger he does not have the credentials to do anything by himself and create a brand ,0,False
1051, im american do not give shits about the beaners ship them beaners back,0,False
1052, pakistani christian couple burnt alive in kasur punjab ,0,False
1053, perfect stock photography for an article about not letting a leprechaun looking handyman get into your liquor cabinet,0,False
1054, you mean canada ,0,False
1055, kendrick is not better than papoose or drake,0,False
1056, and let me guess they have yellow cake too heard this story before ,0,False
1057, sagittarius can be compassionate towards other people when they want to be especially towards the ones they care ,0,False
1058, when other girls wear beanies they look cute stylish but when i wear them i look like a member of a drug cartel who isel ,0,False
1059,charlie crist outlawed hated rediculed and vilified for shaking the president hand what a country what a democracy ,0,False
1060,black people like disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity,0,False
1061,surrender of divinity conquerors of the apocalypse oriental black metal hell ,0,False
1062,draft drinking game chug a beer everytime you see a black woman crying ,0,False
1063,i would like to test and see how long your tongue really is my lady eggplant emoji ,0,False
1064,being s at you all are  amazing ,0,False
1065,i hear the birds in the summerbreeze i drive fast i am alone at midnight ,0,False
1066, i wrote whole game story on how orpik shut down ovi two nights in a row many of you will mock this but he was really ,0,False
1067, green bananas are better then yellow ones too ,0,False
1068, to call martin baker an uncle tom and uppity  because he is not siding with the majority pure ignorance ,0,False
1069,because   if nobody was judging the birds this account would not even because a ripple in ocean,0,False
1070, crystal probably only person in world interested in my poor black man jamaica poor white man wounderfull idea,0,False
1071, love attack animals last house on the left by the lake and she got colored eyes we should have known ,0,False
1072, loves how day timers always come with coloured maps and distance charts it makes me feel far more important then i actually am ,0,False
1073,as chanice say that i realize the s move from drinking moet to belaire all  feel all  so fancy with all  champagne ,0,False
1074, on this arm is tice day the cry never again is absent and mocks our pledge to neverforget the fallen from ancient an ,0,False
1075, curtin a birds eye view of today harvest activities thanks for the great camera work ,0,False
1076,hazlenut coffee and graham crackers every morning ,0,False
1077,figure all  like to see my family pitcher ,0,False
1078,charlie crist i rumored to demand a recount sayfie,0,False
1079,pic circulating on jihadi feeds claiming an isis flag on top of mount arafa in the holiest day of pilgrimage ,0,False
1080, dear dessert heaven fangs so much for these oreo spooky ball vampires oreo cookie balls ,0,False
1081,i hope the more i talk about poor product does not hurt my chances of getting hired as a legal correspondent i was just kidding cnn ,0,False
1082, beck with do not judge me monkey,0,False
1083, when you has a frownie eats a brownie,0,False
1084,i have really light colored eyebrows naturally and it is not ok,0,False
1085,all i want is cheesy bread and brownies ,0,False
1086,sheeple just like those racist sexist  who just elected these two old white men ,0,False
1087, camels ostriches and zebras see you at the races,0,False
1088, you are full of it these so called children are not children they are illegal border jumpers gang members ,0,False
1089, rad i play soccer cheat on girls and wear khaki coloured cargos haircut yes ,0,False
1090,i love watching gas monkey they be having some classics on there ,0,False
1091, how long after the name change will al memorabilia redskins name be deemed racist and therby illegal ,0,False
1092,jihadis turn washington national cathedral into mosque for friday prayers ,0,False
1093,i hope the yankees get soriano should never gave him away for alex rodriguez,0,False
1094, dear future husband you have no idea how many brownie points you will get i you randomly play with my hair or scratch my ,0,False
1095,cookies and crackers are not even on the same level ,0,False
1096, chunky goalkeeper makes a save with his stomach ,0,False
1097, henry waxman gets caught in a classic charlie segment after charlie comes to dc for today general manager hearing ,0,False
1098, i just said that aryah my gotta chill with this pretty face challenge foolishness you all hoes fagg,0,False
1099,were going to shake our honkey tonk badonkadonks boyden,0,False
1100,you are a retard ,0,False
1101, i would of kept it if she was cute,0,False
1102,charlie crist has asked to keep polls in broward open until claiming long lines media reports say turnout light in ,0,False
1103,jindal seemed to be having an out of body experience enhanced by special brownies up and at them stribpol ,0,False
1104, larsen your a cunt,0,False
1105, they let french montana spit at will,0,False
1106,i had froyo with brownies for dinner tonight being an adult is making these executive decisions,0,False
1107, rotherdam rape jihad cover up young girls sacrificed on altar of political correctness in favor ,0,False
1108, here to all the kids who have never found their name on anything in a souvenir store thanks mom for the ghetto name ,0,False
1109, some weird local ghetto school ,0,False
1110, polly want a cracker dumb to ,0,False
1111, saw that there is a slope to the wire that enough for a zip line business opportunity,0,False
1112,  find a redneck from oak leaf to take you,0,False
1113, dare be only one bag that folks be suckin on what i comes to your party all  be wanting to ride in my eldorato,0,False
1114, happy happy helloween helloween,0,False
1115, i is not never orderin from no colored pizza stow,0,False
