index,label,text
1054,0, i will see you guys later i gotta go bake my blood crackers 
1055,0, i was impressed that anybody could chug a smirnoff ice that quickly 
1056,0, of course win or lose you always had the most exciting matches spilt blood and all and you are not a good talker 
1057,0, when hollywood underwood took his shirt off and started screaming in the would dark like a horror movie with the nips 
1058,0, go the gulls first grade should be a cracker physical 
1059,0, right so the link would be your garbage bin gotcha
1060,0, yes but the cripple not getting up clean helped the call out would not have been fair either way
1061,0, so how about now was just bad 
1062,0, guys number on the yankees looks like uncle stevie  im dying
1063,0, like we all never gave the camera the bird 
1064,0, hey it is jim and greg the hammer valentine  tt
1065,0, that is because i deleted visionary once i saw your subtweet next time just me and i do love jail bird dresses 
1066,0, negative slopes aka a chart of my grades in math
1067,0, gomes i will make you some brownies alright 
1068,0, that was not as bad though drawing conclusions about white america based on a person poll is a slippery slope 
1069,0, yes she is a real pom maven 
1070,0, you all defense too bad for that 
1071,0, cactus is a yellow lab chow mix too hershey was everybody active buddy cactus is one special pup she is an angel 
1072,0, the jets are bad i see what you meant 
1073,0, dabbagh the song about pollo hermanos and heisenberg 
1074,0, i assume so the tranny went out this morning i have a maxima 
1075,0, great reply except it was bad
1076,0, he will not bite we promise he is a friendly bird 
1077,0, you speak colored too i thinks i be in love
1078,0, lives keep in shape for the ski slopes
1079,0, cheers dude might nip to town for the editors vinyl music matters
1080,0, that is where birds came from 
1081,0, fingers crossed for you if not 
1082,0, you a oreo cookie now 
1083,0, skelton do not get me wrong i hunt birds but that is a lot of work well i just is not that hungry
1084,0, skelton i do not hunt birds unless you count shooting dove out of season off my power line with a gun
1085,0, like i said i might have to check but i am just not sure bird shot counts as getting shot 
1086,0, i forgot you are the same bull that said was good and that cole is bad 
1087,0, you guys do not get evolution do you you only share a common ancestor with apes 
1088,0, you all got the taxis right now and can i get the oreo right now if possible 
1089,0, man i heard slaughter songs they all bad they just freestylers
1090,0, time to dump another diet coke in the bin
1091,0, phillips funny i thought photo this week would have you hanging me over a garbage can by my ankles
1092,0, monster you make me feel all warm and fuzzy inside you can sit with us
1093,0, have fun i have not been to a race since charlotte crazy redneck times  
1094,0, thanks honey i am so crushed i love working out it will be months gone by the time i go back 
1095,0, renae okay cool then i am not the only one mine is black and fuzzy and it has pink on the back in all sparkles 
1096,0, find one where be beat nathan moons head into the ice too old andrew is straight as far as hockey 
1097,0, must have run out of brownies
1098,0, practically anything that is colored red often contain red pigments extracted from the female coccus costa or cochineal insect  
1099,0, great gif got a source url for 
1100,0, i think its about whites  trying to be the most blackish what we in socal call wiggers liberals democrats
1101,0, you watching this movie 
1102,0, the redskins are doing pretty good this year 
1103,0, the cowboys beat the redskins twice last year 
1104,0, they let french montana spit at will
1105,0, i am  going to  nip you right in the bud 
1106,0, i am off whenever i feel like it i am off until monday and you put in your two weeks flip them the bird 
1107,0, texans will not play the redskins again this year 
1108,0, too pretty not to pretty jeezus my redneck education is showing 
1109,0, just  because some obbed a sword at you you think you are some 
1110,0, this this this pack it up and head to new york please enjoy being called a hick for a few years come home humbled plans
1111,0, i remember her from charlie and the chocolate factory who do you think killed lucy i think it was abby
1112,0, there is a special time and place for decaf coffee never and in the garbage my family motto about their java habits 
1113,0, wha me i just waiting for showtime to bring back queer as folk 
1114,0, i know how you feel i never thought i see the  win in my lifetime hope you can use ant yankees hook up to see a game
1115,0, early bird gets the worm tomcat
1116,0, intended to get picture but did not have time must be a mud race event here this weekend is like a redneck convoy out there
1117,0, east garbage what 
1118,0, sorry i missed that you mean where i live is disgusting or that that muzzies in the uk disgusting or both have a great sun 
1119,0, saw that there is a slope to the wire that enough for a zip line business opportunity
1120,0, wilde as in throw birds with long pointy beaks at you 
1121,0, wilde burashka sure gets to be a nit picky russian monkey bear thing sometimes does not he 
1122,0, wilde i am just saying it is not like you were up against a bird eating spider or something bet could be done it
1123,0, i m fill your clam out
1124,0, just learn dance because you know after carnival we like to pick up months old yardie 
1125,0, messi play bad and im flattered but what was the games scorre
1126,0, honestly the performers on there red carpet were bad 
1127,0, this is my female grand champion jesse she heard a bird outside 
1128,0, i respect your hustle and all but dont tweet me anymore bad ass videos thank you kindly
1129,0, how is it being colored blind 
1130,0, the people who work at those companies tend to be bad 
1131,0, no i would do not wish to spend to go to a filthy theatre and watch a fuzzy screen with bad sound annabelle
1132,0, good read why your cat thinks you are a huge unpredictable ape 
1133,0, perfect stock photography for an article about not letting a leprechaun looking handyman get into your liquor cabinet
1134,0, it did not open that is why i asked because i thought ate what i had pork chops yellow rice and beans
1135,0, just watched your video good stuff thought i let you in on the new boss boon says old character but will be surprise it
1136,0, no not at all it a slippery slope just do not want to lose my right to self defense its background checks then 
1137,0, wagon burner you did look pretty latino here
1138,0, better off banning  and their anti american supporters
1139,0, gold needa be the first music vid 
1140,0, like i really want a rafter monkey
1141,0, i love white noise and love delillo i have resisted reading house of leaves for years it mocks me on my shelf 
1142,0, appointee there goes the activist judges slant wait it already been exposed as completely farcical a appointee 
1143,0, message for all of humanity charlie chaplin automatic 
1144,0, yankee win makes any day better 
1145,0, bird just flew into my window i hope he is okay 
1146,0, ghetto girl best bet is to find work at a call center and try to climb that corporate latter 
1147,0, homeless dog living in a garbage pile gets rescued and then does something  amazing please share 
1148,0, light tender yellow butter cake with a classic boiled icing traditionally made from burnt sugar 
1149,0, new way to look for aliens find their garbage
1150,0, pharaohs his angry bird 
1151,0, random scroll lands me here charlie horses durin sex just simply means you did not drink enough water that would 
1152,0, shockingly true tale from the oreo that almost got devoured 
1153,0, squad of dyke cholas fear nobody they worse than the cartel
1154,0, teen was running around target in monkey screaming the fitting room girls were cackling was today designed to annoy me 
1155,0, white lighter is bad luck not yellow your stupid
1156,0, yellow jacket landed on my mouth and stung me while i was cutting grass safe to say he won 
1157,0, rod said the number he wears on his uniform is for opposing teams to fear him but the fact is a rod is a damn cancer to the yankees
1158,0,and northkorea called barack a monkey  if the shoe fits cause it isure looks like he married one 
1159,0,all brown university students the stop and frisk protesters will be systematically dispersed into random you ghettos good luck 
1160,0,absolutely absurd that they even had to think about that call joke zebras
1161,0,according to my brothers ipod its december if so i predict that mickey mantle of the new yorkyankees will announce his retirement march 
1162,0,adam west this is garbage 
1163,0,after deztinis session we needed this girl good yob  
1164,0,after kuroda gave it his all putting up career numbers but getting no run support the yankees do not deserve to get into the world series
1165,0,after seeing kansas play duke a couple weeks ago i could tell you i am surprised that charlie weis has been let go but i am not 
1166,0,no love in the ghetto 
1167,0,alarm set early bird and all that night all 
1168,0,alex smith wears red and yellow now so quit being psycho ex boyfriends and get over him he in the past
1169,0,alexa phone gave us colors and julia got yellow i am dying racist
1170,0,alfredo linguini pasta just fancily prepared 
1171,0,all i did was said her weed was bad
1172,0,all i ever want is for someone to love me as deeply and devotedly as charlie kelly loves the waitress 
1173,0,all i want is cheesy bread and brownies 
1174,0,all i wants is to represent the life the colored man 
1175,0,all cokies are bad 
1176,0,all the white folk off twitter yet the colored tweet at night while you all sleep because you gotta work tomorrow 
1177,0,all good things must come to an end that is all right get them tomorrow yankees
1178,0,all my gold is white not yellow 
1179,0,all my so whitey boys gone ride
1180,0,all these afternoon groups are bad besides the bubba keegs and furyk group the memorial tournament
1181,0,all bad now that is a lot of stolen shoes 
1182,0,almost half of north american bird species threatened by climate change climate environment
1183,0,also it is a hiccup to jihadi propaganda they portray themselves as the only ones willing to die for their because 
1184,0,always thought golden oreos were the same as original oreos but my god i just climaxed
1185,0,am i the only person that feels disrespected by the bird poop suddenly dropping on your front window annoying
1186,0,am so high that birds and planes are my peers
1187,0,amazing you know what they say about birds of a feather 
1188,0,american culture is stuck to the side of the toilet graffiti writers in europe can create better art without any lowlife bad sex jokes 
1189,0,and it is gotta be some ghetto fool 
1190,0,and now jihadis bragging about a massive bombing in sadr city in baghdad iraq on slaught
1191,0,and of course some rascally   on the radio is blaming the wouldead az firefighters on big government oy vey  teaparty
1192,0,and where did you think unsold items from thrift stores go the garbage think of all the great games that are in garbage dumps as we speak 
1193,0,anglo saxon mike oz
1194,0,annoying yelling bint next door has locked herself out 
1195,0,another major development in the jihadi circles al maqdisi hardcore jihadi theorist asks specifically for relief aid workers release
1196,0,another season of retweeting every one of yankee tweets 
1197,0,any solution to zog which does not deal with demographics only laws is no solution north west imperative 
1198,0,anyone want some absolutely  amazing and deliciously fresh perfect monkey bread 
1199,0,apolonia gardner of imperial ca misspells phalarope a bird that resembles a sandpiper the wouldreaded schwa spellingbee
1200,0,apparently i got chunky for my birthday worse birthday present ever diettime
1201,0,apparently im a honky like that is a bad thing 
1202,0,apple need to add some colored emoji
1203,0,appropriately this guy wears the wounderfull yellow rick james on his face 
1204,0,are poor little guinea pig died 
1205,0,are you tired of the mock drafts let just do this if clowney is not the ist pick who thinks round becomes chaos show of hands
1206,0,arent these little border jumpers supposed to be in school
1207,0,as chanice say that i realize the s move from drinking moet to belaire all  feel all  so fancy with all  champagne 
1208,0,as soon as a democrat gets a chance to the political hack foxnews goes to commercial then back with bolton   benghazi
1209,0,ask the governor how we are supposed to pay for this typical   mentality government is evil until we need them   
1210,0,at a point where i have got to make a tough life decision ice black translucent sole or solid black sole on my orange airbag
1211,0,at all my ritz crackers i dont know what to do with myself anymore 
1212,0,at cat lounge killin it with my girl and 
1213,0,at this rate i cheer for the awful new york yankees over the louis cardinals 
1214,0,at work but wish i was floating in my on sale at walmart redneck pool that my husband probably has not cleaned since last weekend 
1215,0,ate the receivers really fast or is pass coverage garbage 
1216,0,average is basic and basic is bad 
1217,0,what are some good bars clubs to hit up in denver should be up there saturday night to  out 
1218,0,a nicca is tired 
1219,0,i just  had a mini heart attack behind the wheel north philly and fire crackers do not mix 
1220,0,i am sipping on a free slurpee and seeing the front bottoms tonight i am a happy clam 
1221,0,basically romney right wing reactionaries drudgies  libertaritards all hate our education system and teachers 
1222,0,baby i will whisper vietnamese to you all soft like 
1223,0,bags bags that is that bag money bag black and it is filled up with money
1224,0,baked montreal chicken cheesy brussels sprouts garlic butter triple cheddar chives yellow mashed 
1225,0,bank robber who wore zebra print dress arrested police say 
1226,0,barkley is bad
1227,0,barry whitey brown shirts run wild in oakland following the lead of and a punks chant the police 
1228,0,baseball is not the same without the yankees in the playoffs basketball is not the same without the lakers in them 
1229,0,baseball for her birthday for some reason  yankee stadium on yelp 
1230,0,bathing sphere suspended orb tub not for shy people bathing design weird and yet cool
1231,0,be fearful of the wrath of god in a country where many mock christianity embrace perversion abortion and bows to pc multiculturalism 
1232,0,beans that were yellow before friday night are brown now a few green leaves curled frost but not freeze bean size reduced top end shrinks
1233,0,beautiful fairy elegant dress 
1234,0,because   if nobody was judging the birds this account would not even because a ripple in ocean
1235,0,been hunting hard and finally nailed her best wedding koozie i have ever seen redneck 
1236,0,being s at you all are  amazing 
1237,0,bengals kicker group 
1238,0,best behaved kids ever at mommy commercial audition oreo mcflurries for everybody proudmom 
1239,0,best of luck to tino the bambino martinez in miami your legacy is saved  marlins yankees redsox 
1240,0,best rider that goes to  
1241,0,bet charlie strong has contacted ridley
1242,0,bet they want a cookie bergbrain you mean like you want a cracker kinda bitter here today 
1243,0,big red and fat squaw  my hubby is so funny inside joke
1244,0,big squawk when will dfl dump ryan uncle tom winkler not going to happen berg 
1245,0,big bird holds press conf claims he wouldoes not care for the letter 
1246,0,big night of hoosiers   big and pacers nba indiana hoosier state paul george cody zeller 
1247,0,bigots demand recount in idaho gay rights ordinance referendum  teaparty  
1248,0,bjergsen just made a full as rune page i do not just me full as reds and quints i mean as reds blues yellows and quints as
1249,0,black guy in class attempts to throw a paper ball into the can misses mrs mundy you are a disgrace to your race marcus 
1250,0,boston jihadi nest and student arm of the muslim brotherhood joe for america 
1251,0,bought this in manchester the other week had no idea it was coloured vinyl man what a steal vinylgasm machined
1252,0,bout to make some brownies in a few 
1253,0,brandon jennings bag
1254,0,breakfast fried chicken jerk chicken tater tots white rice press yellow rice beans mac cheese 
1255,0,breakfast of champions shrimp lobster balls no sandusky french fries a nice big quahog clam for 
1256,0,brilliant job by to limp it back to the pits without causing a yellow wish he would not need to though plm
1257,0,brown is a color so my eyes are colored
1258,0,browns and redskins should not be considered teams
1259,0,burnating all yankees and their thatch roof cottages astros 
1260,0,burritos are bad
1261,0,but i calling out the race card is not no colored podcasts out dare
1262,0,but rich is a light skin  so it is expected 
1263,0,bye bye charlie strong 
1264,0,chair publishes a hit list for jihadis if you are a red blooded american you may be on the list 
1265,0,california has gangs  because   california is bad 
1266,0,callingg out conservatives on their  
1267,0,can charlie crist pull one over on rick scott well he would pull one over on florida primary them tonite election 
1268,0,can i double stuff your oreo 
1269,0,can someone get me cheese and crackers
1270,0,can someone please explain to me why are the birds so angry destroying pigs homes 
1271,0,can we bomb the selfie monkey out of my timeline 
1272,0,can we revisit is idea of two teams of playing against each other i would like to see a game every now then 
1273,0,can be many things worse than having cops interrupted  because a friggin yankee game is still going on 
1274,0,can beat a score of on flappy bird giving up
1275,0,can find my powder i will just chug this children advil
1276,0,can stand the yankees but jeter hitting a home run in his final at bat in new york would be cool getting beaned would be better 
1277,0,can stop eating graham crackers
1278,0,can tell if mexico has been impressive or if brazil has just been bad today
1279,0,can wait till i get my full appetite back only ate a half ghetto sandwich no lettuce no nothing 
1280,0,cardinals score they lead in the top with birds on base nlcs sfvsstl
1281,0,casey matthews is so bad this is big
1282,0,cavs bad too
1283,0,chaber books nimrod the cushite first king of the earth see 
1284,0,chaber books further restrictions on eating certain insects and birds
1285,0,chance is bad
1286,0,char broiled cod yellow rice saut ed spinach and artichoke hearts made with love for 
1287,0,charles tillmans eyes are more yellow than corn
1288,0,charlie baker for mass government the most lib newspaper in most lib state supports for government dog 
1289,0,charlie baltimore look good for 
1290,0,charlie clips vs yung ill review 
1291,0,charlie crist i rumored to demand a recount sayfie
1292,0,charlie crist losing florida jobs to raise minimum wage is worth it conservative 
1293,0,charlie crist and rick scott are both scumbags however interesting that crist has yet to run one just one positive political 
1294,0,charlie crist has asked to keep polls in broward open until claiming long lines media reports say turnout light in 
1295,0,charlie crist wins democratic primary in florida governor race projects 
1296,0,charlie crist outlawed hated rediculed and vilified for shaking the president hand what a country what a democracy 
1297,0,charlie daniels goes off on satanic evil 
1298,0,charlie daniels could have done a better job 
1299,0,charlie furbush why did i google 
1300,0,charlie jacobs got confused about the ice bucket challenge and instead dumped a bucket of diamonds on his head 
1301,0,charlie kimball i had nowhere to go 
1302,0,charlie parr mountain top music fest 
1303,0,charlie rangel some republicans believe that slavery isn over truth revolt bam race card vote democrats out
1304,0,charlie sheen never disappoints 
1305,0,charlie sheen wants to return to two and a half men 
1306,0,charlie sheen video message to president obama 
1307,0,charlie and i love that would dog 
1308,0,charlie and ron has constantly put out heat for their entire careers
1309,0,charlie bit me
1310,0,charlie is so adorable 
1311,0,charlie looking like he is the one that made that 
1312,0,cheeky thoughts as the rooster crows 
1313,0,cheer up charlie 
1314,0,cheers young lady forever young grabs flask and chugs 
1315,0,cheez its honey bbq lays oreos and a monstrous glass of right now i am the skinny fat poster boy 
1316,0,chris paul is bad 
1317,0,ciara not a ghetto name well kinda but it is not ashanti 
1318,0,city highway skyscrapers building lights yellow blue 
1319,0,clearly i am afraid of birds 
1320,0,cleveland is the best team for manziel honestly the oc can use the offense he had with the redskins the browns is nice wit a definitely 
1321,0,need a yellow for wilson 
1322,0,come home from work to bridesmaids twinkies and a bottle of wine bestroommateever 
1323,0,come on man oreo needs to chill you know about these good or 
1324,0,conan obrien needs to get a life with that million monkey food maybe 
1325,0,confusing circumstances seem to get in the way of your high more for virgo 
1326,0,cool fun thing to ponder the myriad of space traveling at thousands of miles per hour right above you 
1327,0,coors light is bad yuck i do not even like beer 
1328,0,correction when the sky is yellow death is upon us no i am scared
1329,0,country bumpkin word of the day 
1330,0,currently being hit with the word 
1331,0,cute dumb females worker 
1332,0,because if it is bad i am bashing it at saying he need to go back to jail
1333,0,derek jeter clap clap clap clap clap yankees
1334,0,drugs is why giants are losing just ask barry bonds and the hedge bet fund world series game
1335,0,dad bought me a brownie shake love him
1336,0,dad brought me home a watermelon  but i do not like it iso it is going in the garbage 
1337,0,dad called me a border hopper
1338,0,whatis floppy bird 
1339,0,charlie wilson is still around 
1340,0,i think your redskins lost 
1341,0,joe buck just making it sound like greinke was bad  when he played for the royals chill out joe 
1342,0,internal alarm clock woke up at am feeling chunky from my am cheerios splurge guilt led me to the treadmill gym nosleep
1343,0,it be cold for a colored man
1344,0,those shiner rock those bud light platinum and that
1345,0,daniel there is no cow tipping and downs in jackson this city living 
1346,0,the bad thing about being colored day bring me in to fight but do not vite me to the victory party
1347,0,cosby man this about to be another bad thursday night game
1348,0,dear god forgive us for a moral slope of values shacking is just a pretty word for perpetual fornication let 
1349,0,debating feminism with a gay professor uninformed girls and low rednecks is not my idea of a fun wednesday night
1350,0,decent trade for the yankees a proven veteran ichiro for some prospects
1351,0,defiantly going to see that new planet of the apes tonight
1352,0,delusional thinks he can stop gay marriage in wisconsin teaparty gaymarriage
1353,0,designer belt with a  fit is still bad 
1354,0,despite the zebra red rocket special portland beats those jersey shore floppers 
1355,0,dey wants to rename our main street i told them that will even scare the colored folks away
1356,0,diabetes galore colorado health officials recommend pot brownie ban 
1357,0,did everyone else parents use to refer to the power puff girls as powder puff girls or were mine just exceptionally retarded 
1358,0,did the italian bird just call janet a calzone uncle tweet
1359,0,did not get to hit the slopes today but snowboarding lessons first thing in the morning excited
1360,0,this nicca scooch went in on that i keep  trying  
1361,0,disturbing feeling pressure from isis fanboys al qaeda fanboys resort to celebrating to reclaim their jihadi
1362,0,do birds have dongs how do they mate help me i am an adult who does not know how animal sex works 
1363,0,do girls wear bathrobes still because i have really cute fuzzy bathrobe from victorias secret is that even ok to wear 
1364,0,do you have a nickname what is it tator tator tot tightey whitey whitey jr taylor whitey pants agent 
1365,0,do you know where i grew up skippy brother 
1366,0,do you really believe people evolved from apes not really i am quiet convinced with the evolution of man but 
1367,0,does it bother anyone else that the planet of the apes timeline makes no sense 
1368,0,dominoes moonlit lake velvet underground honey whiskey white  heaven i accept your ridicule but just tonight 
1369,0,do not believe tone latest poll is great news for republicans hot air 
1370,0,do not dance it just like your music 
1371,0,do not follow the astros they said they are bad they said well now look at them astros
1372,0,do not mind that twinkies are  going to  be gone very concerned about the rest of hostesses product line
1373,0,do not really care if a fighters black white yellow or dalmatian if he is good he is good 
1374,0,do not talk about homecoming until you actually do it otherwise anti people have a reason to mock the party 
1375,0,done for the yankees
1376,0,dad on white buck or leather for the upper of the foam makes them a pass to me white soles too 
1377,0,double stuff oreos mane say
1378,0,draft drinking game chug a beer everytime you see a black woman crying 
1379,0,drake i sirhampton stacks kendrick name a rapper that alot of people like but you think is bad 
1380,0,dreamed i was eating a brownie and started salivating and woke up almost coughing myself to death today is a struggle 
1381,0,dress shirt saggy jeans backwards yankee hat now that is lifting 
1382,0,drinking folie a deux wine and playing fall out bird  
1383,0,rita is that nicca 
1384,0,dude was talmbout i do not know why everyone hates nickelback  because they are bad that is why 
1385,0,dumpster gahbage sirhampton chicks that smoke are bad no in between no debate 
1386,0,motor and tranny i have a triton motor and transmission with miles that came off a  
1387,0,exposed jihadi kidnap and murder handbook and plan to infiltrate british army and police 
1388,0,early bird catches the worm 
1389,0,early bird get the worm 
1390,0,early bird gets the worm but the second mouse gets the cheese rise and grind 
1391,0,early bird gets the worm right hopefully i get a job soon after today 
1392,0,early bird gets the worm go get it
1393,0,early morning beer as a reward for waking up and taking the garbage out
1394,0,early worm gets the bird good morning 
1395,0,eating brownies and then going to the gym i dont know 
1396,0,egypt the muzzie bros still running things only a tad better certainly no respectors of them though
1397,0,embrace it love it flip this group of mine runoff water colored turds off and make a pick 
1398,0,endless but they really bad so none kimbosabe men how many positive and possibles doyou all have on friday through sunday night 
1399,0,enjoy off tickets with our code and check us out at booth vegan brownies samples more 
1400,0,enjoying my bed just perfect for me my teddy bear and monkey it single life bed teddy bear
1401,0,enjoying the eccentricity of america charlie daniels appearances in two of the three episodes i have watched 
1402,0,epic mickey time two and a half men while i shiver tht sounds more like it 
1403,0,even humming birds like the stuff 
1404,0,even liberals are humiliated by charlie rangel claim the backs slavery hot air 
1405,0,even the birds think this waking up early thing is bunk 
1406,0,even though little wayne music has turned into bad no ceilings and i am not a human being will always be my favorites 
1407,0,every character on the simpsons is bad and they are bad on purpose if you had get that you had get the joke 
1408,0,every time i play a patapon game and hear the ushishi theme i think of a beatboxing monkey your  your get  
1409,0,everybody loves pot brownies but i bring crystal meth cupcakes to a party suddenly i am the weirdo
1410,0,everyone is talking about lebron james or the voice and i am just here eating cream filling out of oreos 
1411,0,everyone thinks that i am not the person on my id like look at my moles i do not understand like i colored my hair what a big difference
1412,0,everywhere you look all you see is good deluxe big timing in a small town small town problems 
1413,0,except i used to be super tan and now i am yellow pale  
1414,0,experience charlie married woman who loves hot phone sex with strangers can you get me off 
1415,0,has been consistently one of marvel worst properties ultimate ff was good but the entire ultimate universe is now 
1416,0,facebook is for the birds i am over it
1417,0,fairy tale hat free crochet pattern for child and adult at 
1418,0,fairy tale world 
1419,0,fantasy squad doing so bad 
1420,0,female jihadis european american grave dangers joe for america 
1421,0,figure all  like to see my family pitcher 
1422,0,finally done with mock regents 
1423,0,finally got an updated picture with angel wing colored 
1424,0,finally got my medicine and crackers 
1425,0,finding cheap on craigslist but they all need a new tranny 
1426,0,fine i will settle for an oreo milkshake
1427,0,fine chicks lap dances always bad
1428,0,finished yanke keography and still hate the arizona backs for winning in yankees should had that
1429,0,first best and drunkest yankees game ever 
1430,0,first of the night
1431,0,first key club bad pick up with the freshman 
1432,0,fitzpatrick is bad 
1433,0,flabby bird sounds turrible i will just stick to watching pam not dry 
1434,0,flappy bird instead of studying sounds great 
1435,0,flappy bird is  going to  be the would death of me
1436,0,flappy bird on bull 
1437,0,flappy bird stresses me out
1438,0,flights from liberia should just be rerouted to ferguson birds stone 
1439,0,flipping back and forth between yankees playoff baseball and the trainwreck formerly known as the new york jets
1440,0,floppy bird chalmers over here taking after his hero lebron
1441,0,foley abduction linked to british jihadi kidnapping ring 
1442,0,for those wondering why dhs was buying up all the ammo now you know once the charlie manson race war starts its on 
1443,0,former towie star charlie king comes out inspiring congrats and welcome to the family 
1444,0,foto i am a python albino sea turtle i think you mean soul of the ocean 
1445,0,foto ok please consider this kingdom birbs can you guess who is who and what birds they are 
1446,0,four to back up this iphone jokes  
1447,0,free patterns adorable crochet borders butterfly lady bug flower bumblebee and hat edging trim 
1448,0,freezing my nips off out here 
1449,0,french word for potato translates as earth apple banana is long yellow tree apple submarines are big wet hollow kaboom apple 
1450,0,fresh out the gym but yet i am about to eat free birds 
1451,0,friend or enemy nicca state your 
1452,0,friendly advice to western reporters in kobane do not advertise your location jihadis are tracking you consider you a high prize target isis
1453,0,friends do not let friends become guide the more you know
1454,0,from jihadi streams rutba anbar province iraq 
1455,0,from the espn yankees game recap the sellout crowd braved degree temperatures  what that is not weather you struggle through 
1456,0,from the archives my favorite bond age essay on thunderball the story of a shy kid and 
1457,0,frozen peas and ibuprofen my new best friends cripple
1458,0,frustration can be a  girl  
1459,0,funny thing is it is not just the people doing it it the people who is seeing these picture and judging the birds just as wrong 
1460,0,do not be the bird that would not get the worm today go stamps go 
1461,0,guys i just walked into an office and the secretaryhas a bird looks like i may just find out for myself 
1462,0,game preview houston astros at new york yankees 
1463,0,gary girl was a tranny car i wonder what would have become of if he would written gary girl 
1464,0,gas is always cheaper in the ghetto
1465,0,george rockwell of speech at lynchberg armo proud to say my uncle kelly was at this speech in 
1466,0,get here sierra skiers offers a fun break from the slopes sweet deal travelnevada
1467,0,get some agen dazs ice cream bars a whole lot make sure chocolate gotta have chocolate man some popcorn red popcorn graham crackers
1468,0,get this monkey off my back 
1469,0,get two birds stoned at one time 
1470,0,getting off twitter trying stress me out more i do not need this type of heat 
1471,0,ghetto bird cannot fly away from my hood
1472,0,giants secondary looking like garbage
1473,0,giants vs stinky birds sunday think i am make some wings 
1474,0,girls that wear colored jeans 
1475,0,glad i am not got no bird legs 
1476,0,god damn zebras every virginia possession the whistle blows geeze 
1477,0,god made male and female blades of grass every living thing must reproduce itself to stay on this earth birds bees and grass sex natural
1478,0,god people can be so mean this asian guy held the wouldoor for these girls and they said they were surprised he could see it with his slant eye
1479,0,going through my computer and found the shake that monkey video we made freshman year in dillard was too short
1480,0,going to california today for some analyzer training going into dick whitman mode wish i had a tan colored suit to wear for the flight 
1481,0,going up to the view point and seeing star child what the monkey
1482,0,golden oreos are the best
1483,0,gone bust it open for a real nicca 
1484,0,going to shower for the sole  purpose of shampooing my beard 
1485,0,good day honkies i said good day honkies 
1486,0,good evening charlie and friends 
1487,0,good morning charlie 
1488,0,good morning twitter make today a positive one if you cannot do that beat up as many meanie faces as possible also i hate flappy bird 
1489,0,good ol charlie wwc 
1490,0,good pick birds
1491,0,good she is a ghetto thug so just arrested for being in the street ferguson 
1492,0,goodbye hop plants time to love it 
1493,0,goodbye young dolph featuring trinidad james shy glizzy
1494,0,gorgeous calico maine  cat 
1495,0,got chunky marmalade today of a greatful customer for my service over the past years postietweet servicematters 
1496,0,got damn the lakers bad 
1497,0,got my vans on my pockets chunky
1498,0,got to on flappy bird 
1499,0,got to on flappy birds can you say happiest girl on earth
1500,0,gotta bad red bone that look something like ashanti
1501,0,gotta keep the isox down while they are down redsox yankees 
1502,0,gotta love the undignified sprint across the yellow light to transfer buses  because the first one was
1503,0,graham crackers and hazelnut coffee are my fave 
1504,0,grandma homemade potato soup an old fashioned simple chunky potato soup like grandma made with 
1505,0,grandma macon is a rinky dink mosquito filled cop infested swamp 
1506,0,great lead battle and then ricky hits danica for a yellow boy nascar
1507,0,green grass and tree bad 
1508,0,woke up congestion ew chunky bloaty gross missed the gym wait for the dr boo friday whiney tweet
1509,0,guess i will have to add robin williams right next to charlie chaplin now adam sandler remains my only favorite comedian left 
1510,0,hot isis social media photo laughing jihadis get baby to kick severed head warning graphic 
1511,0,hot isis social media photo laughing jihadis get baby to kick severed head warning graphic 
1512,0,how deep fried sweet tea on a graham cracker crust at state fair of texas 
1513,0,yankees fans are bent out of shape about the graphic
1514,0,hand me a brew and i will chug it
1515,0,happy birthday bird 
1516,0,happy birthday to my dad old man spiritual is today 
1517,0,happy hangover the resurrection is now complete  
1518,0,harlem world garbage interesting 
1519,0,has anyone ever purchased baseball field dirt i really want dirt from stadium for my grandfather grave weird 
1520,0,have they seen planet of the apes brazil has the highest number of monkey species of any nation in the world with 
1521,0,have you ever popped champagne on a plane while gettin some brain whipped it out she said i never seen snakes on a plane 
1522,0,have you hugged a wacko bird today 
1523,0,have you noticed all the ghetto people naming their kids after cars mercedes lexus repossessed 
1524,0,hazlenut coffee and graham crackers every morning 
1525,0,he gets this bratty attitude from brittany and its for the birds 
1526,0,he may be the president but that would does not necessarily mean he is in the sole  position of power in regard to making such decisions 
1527,0,he never replied to my asking about his callingg me a redneck 
1528,0,he said capri sun and zebra cake 
1529,0,he so bad cary william got carried 
1530,0,he a pretty damn good actor but as a gay man it is awesome to see an openly queer actor given the lead role for a major superhero film 
1531,0,he its million naira if you want me on your song wizkid 
1532,0,said he is not doing collabs for anything less than mil naira like boy 
1533,0,hear the birds on the summer breeze i drive fast
1534,0,hella just ordered me some beanies
1535,0,hello american people my name is eric cantor and i am a lying piece of bird 
1536,0,her excuse is when i die you can have all my gold i do not even like yellow gold anymore i gave her all of mine 
1537,0,here we go brownies here we go     
1538,0,hey fans if anyone is wondering what the yellow tab on the back of the collar for it is for teams that have won a champion
1539,0,hey fans is this a good score looking for more 
1540,0,hey everybody the white iron band plays this saturday on the slopes of lutsen at papa charlie going to be a real 
1541,0,hey if i stir a spider rockstar and monster together and chug it would i definitely be hospitalized or just maybe asking for a friend
