index,label,text,processed
881,0,Yeeeeup   Actually  its a fence  isnt it  ,Yeeeeup   Actually  its a fence  isnt it  
883,0,So you would be ok with your government flying the flag of a group that kidnapped your grandmother and used her as a slave ,So you would be ok with your government flying the flag of a group that kidnapped your grandmother and used her as a slave 
886,0,dont suppose she watched the attacks on Trump rally attendees in San Jose by the mob of Hillary and Bernie supporters ,dont suppose she watched the attacks on Trump rally attendees in San Jose by the mob of Hillary and Bernie supporters 
887,0,That was water carrying republicans  No conservatives were involved ,That was water carrying republicans  No conservatives were involved 
888,0,still pushing for yes on TG gays ,still pushing for yes on TG gays 
889,0,I kind of think you fail to see the real picture  Black child is alive while the white child is dead  This is not racial  it is about life and death ,I kind of think you fail to see the real picture  Black child is alive while the white child is dead  This is not racial  it is about life and death 
890,0,barker   If it was their ancestors that lived thru it  then they get to choose whether to acknowledge it or not  Why is it your business ,barker   If it was their ancestors that lived thru it  then they get to choose whether to acknowledge it or not  Why is it your business 
891,0,Remember Greece and those gays in the second century BC    you regressives  ,Remember Greece and those gays in the second century BC    you regressives  
892,0,Again  what are you talking about  Who said they wanted to watch Obama pee  And  who is pushing you to say on TG gays ,Again  what are you talking about  Who said they wanted to watch Obama pee  And  who is pushing you to say on TG gays 
893,0,Bernie can feel himself  thank you ,Bernie can feel himself  thank you 
895,0,so you should have an advantage cause you can pay  not intelligence,so you should have an advantage cause you can pay  not intelligence
896,0,Add to that    if they do protect the women  there should be no prosecution for them for what they do to these scumbags ,Add to that    if they do protect the women  there should be no prosecution for them for what they do to these scumbags 
898,0,STUPID Politicians seeking relevancy to the stupid sheeple ,STUPID Politicians seeking relevancy to the stupid sheeple 
899,0,how am I terrible huh,how am I terrible huh
900,0,Actually evolutionists are backing away from natural  evolving  and leaning towards selective breeding ,Actually evolutionists are backing away from natural  evolving  and leaning towards selective breeding 
901,0,I agree  so why do you keep doing it ,I agree  so why do you keep doing it 
903,0,She should had taken at least one against her husband for being the worst president in U S  history,She should had taken at least one against her husband for being the worst president in U S  history
904,0,yourebecoming far too repetitive ,yourebecoming far too repetitive 
905,0,That and slavery ,That and slavery 
906,0,I say change the name of Fort Bragg  who was a traitor  to Fort Sherman as a reminder to all confederates  dont make us burn down your cities again ,I say change the name of Fort Bragg  who was a traitor  to Fort Sherman as a reminder to all confederates  dont make us burn down your cities again 
908,0,I cant speak for SB  but I dont want to watch anyone pee  nor do I care if you  or anyone else  watches someone else pee ,I cant speak for SB  but I dont want to watch anyone pee  nor do I care if you  or anyone else  watches someone else pee 
909,0,Thanks to the DNC ,Thanks to the DNC 
910,0,You lost me when you brought god into it ,You lost me when you brought god into it 
912,0,That joke was brough up earlier but later deleted  its an old one  but props on bringing it up during the olympics  that makes it more contemporary ,That joke was brough up earlier but later deleted  its an old one  but props on bringing it up during the olympics  that makes it more contemporary 
913,0,So get out  traitor ,So get out  traitor 
914,0,A DEATH SENTENCE IS THE ONLY CURE FOR STUPIDITY ,A DEATH SENTENCE IS THE ONLY CURE FOR STUPIDITY 
915,0,They did that because they were losing money  Incoming students couldn t pass a         math test ,They did that because they were losing money  Incoming students couldn t pass a         math test 
917,0,Dumber than a box of rocks racist and it is an insult to the box of rocks to use them as a comparison ,Dumber than a box of rocks racist and it is an insult to the box of rocks to use them as a comparison 
918,0,Paid   in two years we ve seen  I dont believe he pays thus no income taxes releases,Paid   in two years we ve seen  I dont believe he pays thus no income taxes releases
920,0,  Trillion  not including         Million in interest per year  ,  Trillion  not including         Million in interest per year  
921,0,So you would rather live in a country that doesnt follow its own laws  thats called anarchy ,So you would rather live in a country that doesnt follow its own laws  thats called anarchy 
926,0,thats not even factually accurate lol WTH are you even talking about,thats not even factually accurate lol WTH are you even talking about
927,0,Facts bother you  And I got my first paycheck at   and worked all my life  Never received government check till Soc  sec ,Facts bother you  And I got my first paycheck at   and worked all my life  Never received government check till Soc  sec 
928,0,The comments below  and above  are exactly WHY it is appropriate to name the ship after someone who stood up for civil and human rights ,The comments below  and above  are exactly WHY it is appropriate to name the ship after someone who stood up for civil and human rights 
929,0,First of all she was only tapped to give a commencement speech because she was lucky enough to be married to the man who was not qualified to be POTUS  but was voted in anyway  twice  Either people who come to the US undercover illegally are breaking the law or not  Which is it Michelle  If they arent criminals then why have immigration laws at all  At your suggestion of a wall being built to keep  different  people out  whey dont we just do away with the entire immigration dept  and save money and let everyone in that wants to come  The catch will be that they will be dumped in your new tony D C  neighborhood  living next to you  going to school with your daughters  and coming over for coffee each morning  Then maybe you can be proud for the second time in your life of America  January      cant come soon enough  bon voyage baby ,First of all she was only tapped to give a commencement speech because she was lucky enough to be married to the man who was not qualified to be POTUS  but was voted in anyway  twice  Either people who come to the US undercover illegally are breaking the law or not  Which is it Michelle  If they arent criminals then why have immigration laws at all  At your suggestion of a wall being built to keep  different  people out  whey dont we just do away with the entire immigration dept  and save money and let everyone in that wants to come  The catch will be that they will be dumped in your new tony D C  neighborhood  living next to you  going to school with your daughters  and coming over for coffee each morning  Then maybe you can be proud for the second time in your life of America  January      cant come soon enough  bon voyage baby 
930,0,This is simply not true  And the reports recommend rolling back the use of early admissions  which are largely unavailable to low income students who cannot commit going to a school until they know the size of their financial aid package  There is not a single college university that will force a student to attend if they can not afford to go  All schools put a disclaimer that one can decline they offer if they can not afford to attend ,This is simply not true  And the reports recommend rolling back the use of early admissions  which are largely unavailable to low income students who cannot commit going to a school until they know the size of their financial aid package  There is not a single college university that will force a student to attend if they can not afford to go  All schools put a disclaimer that one can decline they offer if they can not afford to attend 
931,0,Trump   What s Michele s dress size for a going away party              My wife wears a    end of discussions  ,Trump   What s Michele s dress size for a going away party              My wife wears a    end of discussions  
932,0,You need a gibberish  English translator to understand any of his posts ,You need a gibberish  English translator to understand any of his posts 
933,0,And you cant understand a typo  Or just hide behind that claim since you cant argue the point  which is more likely in this case ,And you cant understand a typo  Or just hide behind that claim since you cant argue the point  which is more likely in this case 
934,0,So a far greater group of working poor kids shouldn t get that opportunity because of the small percentage of problem kids you and your ilk focus on ,So a far greater group of working poor kids shouldn t get that opportunity because of the small percentage of problem kids you and your ilk focus on 
935,0,You mean all    ,You mean all    
937,0,you notice that you have a toolbar and the world is open for you to educate yourself   if you can type  go look it up ,you notice that you have a toolbar and the world is open for you to educate yourself   if you can type  go look it up 
938,0,I know a Scotsman who was deported for overstaying visa one day  he was at the departure area of LAX leaving the country and is now barred from returning  he is a security consultant for people working abroad and is married to an American  the reason for the harsh treatment can only be because he is white  This is the world you liberals are making for yourself ,I know a Scotsman who was deported for overstaying visa one day  he was at the departure area of LAX leaving the country and is now barred from returning  he is a security consultant for people working abroad and is married to an American  the reason for the harsh treatment can only be because he is white  This is the world you liberals are making for yourself 
939,0,This is an easy problem to fix  If you are one of these a hole politicians or police chiefs unwilling to hand over dangerous criminals  and that dangerous criminal kills someone you are responsible for manslaughter and should be prosecuted as such  Period  No negotiation  no plea bargaining  none of it  youreresponsible  Still want to harbor these folks  We as a people need to demand this  its absolutely unacceptable  and a dereliction of their sworn duty to protect the public ,This is an easy problem to fix  If you are one of these a hole politicians or police chiefs unwilling to hand over dangerous criminals  and that dangerous criminal kills someone you are responsible for manslaughter and should be prosecuted as such  Period  No negotiation  no plea bargaining  none of it  youreresponsible  Still want to harbor these folks  We as a people need to demand this  its absolutely unacceptable  and a dereliction of their sworn duty to protect the public 
940,0,My angle is do not tread on me and I will not tread on you  Try to take my GOD given rights and you best bring a lot of back up ,My angle is do not tread on me and I will not tread on you  Try to take my GOD given rights and you best bring a lot of back up 
941,0,Our Commander in Chief is on the record as supporting and honoring known pedophiles  When will people say enough already ,Our Commander in Chief is on the record as supporting and honoring known pedophiles  When will people say enough already 
944,0,Sure you are  buddy  Sure you are ,Sure you are  buddy  Sure you are 
945,0,I always do there is no bigger lie than equal rights for all,I always do there is no bigger lie than equal rights for all
947,0,Yes their flag should be protected Beheading people and pushing them off buildings is not speech ,Yes their flag should be protected Beheading people and pushing them off buildings is not speech 
948,0,Your only point is forced compliance of perversion,Your only point is forced compliance of perversion
949,0,Hopefully the authorities come for you before election day ,Hopefully the authorities come for you before election day 
950,0,Long live the Jewish State of Israel  with all the land it needs to be safe and secure and with its original  ancient  eternal  and undivided blessed capital city of Jerusalem ,Long live the Jewish State of Israel  with all the land it needs to be safe and secure and with its original  ancient  eternal  and undivided blessed capital city of Jerusalem 
951,0,Very incorrect   the First Amendment applies to citizens   not any branch of Government ,Very incorrect   the First Amendment applies to citizens   not any branch of Government 
952,0,The terrorist nation of Israel illegally occupies large swaths of the West Bank in direct defiance of International law  Israel should only be approximately     of the size of what it currently occupies  this means     of their land is illegally occupied  which is a crime against humanity  Israel somehow managaes to have a worse record for crimes against humanity than even abhorrent places like Iran and Syria  Look it up the information is out there and none of it involves conspiracy nut jobs like Alex Jones ,The terrorist nation of Israel illegally occupies large swaths of the West Bank in direct defiance of International law  Israel should only be approximately     of the size of what it currently occupies  this means     of their land is illegally occupied  which is a crime against humanity  Israel somehow managaes to have a worse record for crimes against humanity than even abhorrent places like Iran and Syria  Look it up the information is out there and none of it involves conspiracy nut jobs like Alex Jones 
953,0,I d still rather take my chances at Disney rather than on the streets of Chicago  especially on weekends ,I d still rather take my chances at Disney rather than on the streets of Chicago  especially on weekends 
955,0,You cant go out killing American wildlife    thats poaching  Or are you commenting on the way     soothe the parent s feelings after a lawsuit ,You cant go out killing American wildlife    thats poaching  Or are you commenting on the way     soothe the parent s feelings after a lawsuit 
956,0,Incomprehensible  inaccurate and wacky ,Incomprehensible  inaccurate and wacky 
957,0,Globalization is only concerned with the Elite controlling the Commoners and everything else ,Globalization is only concerned with the Elite controlling the Commoners and everything else 
958,0,Nice play on the acronym     ,Nice play on the acronym     
959,0,Very few people are anymore ,Very few people are anymore 
961,0,But who was given a  less than honorable  discharge from the very Navy who is naming the ship after him  I guess THAT doesnt count,But who was given a  less than honorable  discharge from the very Navy who is naming the ship after him  I guess THAT doesnt count
962,0,The woman appears to be living proof that God has a sense of humor ,The woman appears to be living proof that God has a sense of humor 
965,0,Liberals want to remove EVERYTHING that THEY do not agree with  including the Constitution ,Liberals want to remove EVERYTHING that THEY do not agree with  including the Constitution 
966,0,My point was she cant help the genetic  cards  she was dealt any more than you or I  or anyone else  can  Carve her up on her totally B S  liberalbeliefs  THOSE she can be held responsible for criticized for legitimately   ,My point was she cant help the genetic  cards  she was dealt any more than you or I  or anyone else  can  Carve her up on her totally B S  liberalbeliefs  THOSE she can be held responsible for criticized for legitimately   
967,0,Back then women didnt serve in the military much ,Back then women didnt serve in the military much 
968,0,What are you talking about ,What are you talking about 
969,0, Too    Better add grammar checkers to your list , Too    Better add grammar checkers to your list 
970,0,Whites have to be poorer than everyone else First ,Whites have to be poorer than everyone else First 
971,0,and yet here you are doing just that pointing fingers,and yet here you are doing just that pointing fingers
972,0,Are they removing the Black Panthers colors or just the stars and bars ,Are they removing the Black Panthers colors or just the stars and bars 
973,0,Like your morals dont fall into question by getting your info about human se xuality and gender identity from a barbaric ancient middle eastern desert tribe that had no problem with adults marrying children and thought the appropriate way to deal with ra pe was to make the ra pist marry the victim ,Like your morals dont fall into question by getting your info about human se xuality and gender identity from a barbaric ancient middle eastern desert tribe that had no problem with adults marrying children and thought the appropriate way to deal with ra pe was to make the ra pist marry the victim 
974,0,Even though the woman was lying about the whole thing    LOL,Even though the woman was lying about the whole thing    LOL
975,0,See I provide my sources  You just lie ,See I provide my sources  You just lie 
977,0,That stuff is funny dont care who ya are,That stuff is funny dont care who ya are
978,0,No answer huh  there is no way you are for equal rights,No answer huh  there is no way you are for equal rights
979,0, Indeed there are those who are last who will be first  and first who will be last     Luke       Guess who will be last in heaven , Indeed there are those who are last who will be first  and first who will be last     Luke       Guess who will be last in heaven 
980,0,This is what happens when you politicize the military and make a social experiment out of it ,This is what happens when you politicize the military and make a social experiment out of it 
982,0,Tired of all this liberal nonsense  Then make sure you vote   for Trump ,Tired of all this liberal nonsense  Then make sure you vote   for Trump 
984,0,If you have something to offer other than your misery like excellent grades for example elite universities will give you scholarships ,If you have something to offer other than your misery like excellent grades for example elite universities will give you scholarships 
985,0,It is otherwise  you live in a fantasy world  The problem is people like you and Ms Snarth  the current President  the  reverends   Al and Jesse   every liberal socialist  etc  etc  who think that everything is about  phobia    hate  and  race   Because of the first amendment  your ability to spout the foul libelous statements and baseless accusations is protected  Because of the first amendment  youregoing to have to learn to let those who disagree with you continue to disagree  Tragedies happen  Sometimes by our own inattention  and sometimes with no warning or ability to prevent them  When no crime is committed  then those involved in the tragedy should be left alone to grieve ,It is otherwise  you live in a fantasy world  The problem is people like you and Ms Snarth  the current President  the  reverends   Al and Jesse   every liberal socialist  etc  etc  who think that everything is about  phobia    hate  and  race   Because of the first amendment  your ability to spout the foul libelous statements and baseless accusations is protected  Because of the first amendment  youregoing to have to learn to let those who disagree with you continue to disagree  Tragedies happen  Sometimes by our own inattention  and sometimes with no warning or ability to prevent them  When no crime is committed  then those involved in the tragedy should be left alone to grieve 
986,0,She should become one with an alligator  ,She should become one with an alligator  
987,0,Did you enjoy the banana ,Did you enjoy the banana 
988,0,thats the same thing I say,thats the same thing I say
989,0,maybe they should have gotten an education or learned a trade ,maybe they should have gotten an education or learned a trade 
990,0,depends on what the meaning of  is     is  ,depends on what the meaning of  is     is  
991,0,In the real world  God gives us freedom to suffer the consequences of our inappropriate words and deeds ,In the real world  God gives us freedom to suffer the consequences of our inappropriate words and deeds 
992,0,No  im trying to figure out what you are saying  youreasking questions claiming someone wants stuff they havent mentioned ,No  im trying to figure out what you are saying  youreasking questions claiming someone wants stuff they havent mentioned 
993,0,hesjust spouting off the nonsense he hears on TV  hesnot capable of critical thought ,hesjust spouting off the nonsense he hears on TV  hesnot capable of critical thought 
994,0,Sure you did Skippy  Sure you did ,Sure you did Skippy  Sure you did 
996,0,im just identifying exactly where your so called morals are coming from ,im just identifying exactly where your so called morals are coming from 
997,0,whats up with the civil rights and American citizens ,whats up with the civil rights and American citizens 
998,0,That and    will get you a cup of coffee  I blame you  You were not there   its amazing how people like you always have an opinion and usually its ill informed and wrong ,That and    will get you a cup of coffee  I blame you  You were not there   its amazing how people like you always have an opinion and usually its ill informed and wrong 
1001,0,are you talking about ,are you talking about 
1003,0,She is just as bad  if not worse than her husband  Good riddance to them both ,She is just as bad  if not worse than her husband  Good riddance to them both 
1004,0,Her parents didnt have ANY kids that lived    ,Her parents didnt have ANY kids that lived    
1006,0,Charges should include but not be limitted to  Deriliction of duty Conduct unbecoming Obstruction of Justice accomplice before the fact,Charges should include but not be limitted to  Deriliction of duty Conduct unbecoming Obstruction of Justice accomplice before the fact
1007,0,You have a very active imagination ,You have a very active imagination 
1008,0,  The confusion is added by people following an ancient mythology that have no respect for science  medicine and psychology ,  The confusion is added by people following an ancient mythology that have no respect for science  medicine and psychology 
1009,0,If you wish to start a petition to go after them for reckless endangerment  im in  However  fighting an alligator with your bare hands as your son is being dragged under by a large animal might be enough  Same with being helpless to fend off a large gorilla as your son is dragged around  The gorilla lawsuit went nowhere because it was an accident  Wait  didnt both families get go fund me pages,If you wish to start a petition to go after them for reckless endangerment  im in  However  fighting an alligator with your bare hands as your son is being dragged under by a large animal might be enough  Same with being helpless to fend off a large gorilla as your son is dragged around  The gorilla lawsuit went nowhere because it was an accident  Wait  didnt both families get go fund me pages
1010,0,Must be all that  privilege  I keep hearing about,Must be all that  privilege  I keep hearing about
1012,0,No workee no foodie ,No workee no foodie 
1013,0,Any U S  Citizen voting for Hillary Clinton is the intellectual equivalent of a chicken rooting for Colonel Sanders ,Any U S  Citizen voting for Hillary Clinton is the intellectual equivalent of a chicken rooting for Colonel Sanders 
1014,0,Q  What do you call a liberal on a bike  A  Thief ,Q  What do you call a liberal on a bike  A  Thief 
1015,0,Thats awsome  I hope the boycott ruins that states finances and the current AG becomes NCs next Govener ,Thats awsome  I hope the boycott ruins that states finances and the current AG becomes NCs next Govener 
1016,0,I do know you talk like a nut job  nobody is flying isis flags here  you are in the wrong country,I do know you talk like a nut job  nobody is flying isis flags here  you are in the wrong country
1018,0,youll notice Fox didnt bother to mention the earlier ceremony the same day in Camp Pendleton naming a ship after MoH John Basilone  second ship named after him and its a real warship DDG  Guess that wouldn t play into the narrative though huh ,youll notice Fox didnt bother to mention the earlier ceremony the same day in Camp Pendleton naming a ship after MoH John Basilone  second ship named after him and its a real warship DDG  Guess that wouldn t play into the narrative though huh 
1019,0,FL protects alligators too much  alligators are serial killers  they eat anything anyone any pet  they can  Sad the media has convinced the public that these killers should be  protected by law   Hope they learn why some creatures are not desirable neighbors  They should all be re located to the Everglades  the gators and the media  lol   that would help their tourism and make the rest of FL safer  Same for the Bear issues  Over Development destroys the Bears natural habitat so they have to search for food more and farther  so its mans doing  just Re Locate them to the Rockies perhaps  that would not require the Bears killed who are only looking for food most all the times  Too  Disney should have   barriers between any dangerous animal or creature and the public  Even a good parent can be caught unawares  Its just human nature to not always be      on guard ,FL protects alligators too much  alligators are serial killers  they eat anything anyone any pet  they can  Sad the media has convinced the public that these killers should be  protected by law   Hope they learn why some creatures are not desirable neighbors  They should all be re located to the Everglades  the gators and the media  lol   that would help their tourism and make the rest of FL safer  Same for the Bear issues  Over Development destroys the Bears natural habitat so they have to search for food more and farther  so its mans doing  just Re Locate them to the Rockies perhaps  that would not require the Bears killed who are only looking for food most all the times  Too  Disney should have   barriers between any dangerous animal or creature and the public  Even a good parent can be caught unawares  Its just human nature to not always be      on guard 
1020,0,It is ironic that banning candy soda and snacks from the poor is punishment   when all of those things lead to ill health and a health burden in the billions among those able to buy their soda  candy  and snacks  I bet it cost more in the long run to pay for the problems created by this eating and  working  life style ,It is ironic that banning candy soda and snacks from the poor is punishment   when all of those things lead to ill health and a health burden in the billions among those able to buy their soda  candy  and snacks  I bet it cost more in the long run to pay for the problems created by this eating and  working  life style 
1022,0,So  no source on your claim  Ok then ,So  no source on your claim  Ok then 
1023,0,I dont believe you should have made a pedophile Speaker of the House  but you seem to be fine with that  Sad ,I dont believe you should have made a pedophile Speaker of the House  but you seem to be fine with that  Sad 
1026,0,The Federal Government violates the constitution left and right  Read the Judge s piece   Imagine America without the Constitution  to see just a few clear examples  Our nation was intended to be one of numerous separate sovereign States  yielded limited authority to a central government for the purpose of patrolling the coasts for piracy  minting currency  and other things that a Federal government would be able to do more efficiently than all the States separately  Lincoln would undoubtedly role over in his grave if he would have seen how the Federal Government would have used the Civil War to strip states of their rights and powers  The Federal government just votes itself more power year after year ,The Federal Government violates the constitution left and right  Read the Judge s piece   Imagine America without the Constitution  to see just a few clear examples  Our nation was intended to be one of numerous separate sovereign States  yielded limited authority to a central government for the purpose of patrolling the coasts for piracy  minting currency  and other things that a Federal government would be able to do more efficiently than all the States separately  Lincoln would undoubtedly role over in his grave if he would have seen how the Federal Government would have used the Civil War to strip states of their rights and powers  The Federal government just votes itself more power year after year 
1029,0,if trump wins               ,if trump wins               
1030,0,I think the maximum age to abort a liberal should be    years old  After that age  all the drugs and alcohol will tear them down fast anyway,I think the maximum age to abort a liberal should be    years old  After that age  all the drugs and alcohol will tear them down fast anyway
1031,0,dont confuse education for intelligence ,dont confuse education for intelligence 
1032,0,now whos the nut job,now whos the nut job
1033,0,Nope  when you put a pedophile two heartbeats away from the Presidency  you ve lost  Nice try  though ,Nope  when you put a pedophile two heartbeats away from the Presidency  you ve lost  Nice try  though 
1035,0,AMEN  But that doesnt serve Liberal propagandist agenda ,AMEN  But that doesnt serve Liberal propagandist agenda 
1037,0,Q  Why do they bury liberals   foot deep when they die  A  So they can still get a  hand out  BWAAAAA HAAAAA HAAAAA,Q  Why do they bury liberals   foot deep when they die  A  So they can still get a  hand out  BWAAAAA HAAAAA HAAAAA
1038,0,Drug test our Federal and State politicians first ,Drug test our Federal and State politicians first 
1039,0,Foxxy is my kind a lady,Foxxy is my kind a lady
1040,0,deiw  you are a part of the problem,deiw  you are a part of the problem
1042,0,There is no  reverse discrimination   there is only discrimination  Liberals invented  reverse discrimination  as a term to imply the origin of all discrimination was created by and practiced only by Caucasians,There is no  reverse discrimination   there is only discrimination  Liberals invented  reverse discrimination  as a term to imply the origin of all discrimination was created by and practiced only by Caucasians
1043,0,If the college grading systems weren t biased in favor of the under represented this whole think might work  Unfortunately  having made the commitment to diversity  professors allow their bias to affect the grading of work that is evaluated subjectively  It is a disservice to the taxpayers paying the freight and the student who wrongly believe they have earned their grades ,If the college grading systems weren t biased in favor of the under represented this whole think might work  Unfortunately  having made the commitment to diversity  professors allow their bias to affect the grading of work that is evaluated subjectively  It is a disservice to the taxpayers paying the freight and the student who wrongly believe they have earned their grades 
1044,0,NO they havent and they d better not  Not that I d do anything about it  but there are a whole lot of people who would  Obama or no Obama  His legacy apparently is to be the President who has went against the will of the people who elected him more than anyone before him ,NO they havent and they d better not  Not that I d do anything about it  but there are a whole lot of people who would  Obama or no Obama  His legacy apparently is to be the President who has went against the will of the people who elected him more than anyone before him 
1045,0,   not as much as you think since Hillary will be moving in   ,   not as much as you think since Hillary will be moving in   
1046,0,Black Lives Matter is funded by George Soros  who has worked to eliminate Israel for decades  They ll do anything for his money ,Black Lives Matter is funded by George Soros  who has worked to eliminate Israel for decades  They ll do anything for his money 
1047,0,Oh  come on  Pathetically uncalled for   inappropriate ,Oh  come on  Pathetically uncalled for   inappropriate 
1048,0,Leviticus         Your male and female sla ves are to come from the nations around you  from them you may buy sla ves     You may also buy some of the temporary residents living among you and members of their clans born in your country  and they will become your property     You can bequeath them to your children as inherited property and can make them sla ves for life  but you must not rule over your fellow Israelites ruthlessly ,Leviticus         Your male and female sla ves are to come from the nations around you  from them you may buy sla ves     You may also buy some of the temporary residents living among you and members of their clans born in your country  and they will become your property     You can bequeath them to your children as inherited property and can make them sla ves for life  but you must not rule over your fellow Israelites ruthlessly 
1049,0,Sorry   just playing the game of Politics Liberals developed  and I guess I hit a nerve  called the truth ,Sorry   just playing the game of Politics Liberals developed  and I guess I hit a nerve  called the truth 
1050,0,Republicans en masse are getting ready to turn their back on Trump the way they did on Bob Dole in     when it was clear he couldn t win against Bill Clinton ,Republicans en masse are getting ready to turn their back on Trump the way they did on Bob Dole in     when it was clear he couldn t win against Bill Clinton 
1051,0,She really needs to explain how she got a high paying job with the U of Chicago Hospital when her husband became Senator  for which she had no qualifications  She really helped the poor  her job was to send them to other hospitals so the U of Chicago Hospital did not have to pay for their care  Good job Michelle  I hope you are packing ,She really needs to explain how she got a high paying job with the U of Chicago Hospital when her husband became Senator  for which she had no qualifications  She really helped the poor  her job was to send them to other hospitals so the U of Chicago Hospital did not have to pay for their care  Good job Michelle  I hope you are packing 
1052,0,what s a hoplophobe  someone that hates bunnies ,what s a hoplophobe  someone that hates bunnies 
1053,0,There is no guarantee in America that you will be automatically paid a LIFESTYLE wage ,There is no guarantee in America that you will be automatically paid a LIFESTYLE wage 
1054,0,i blame the parents for this childs death putting him in a no swimming area of water when he could ave just went in the main pool where the water is heated instead of the lagoon which was cold,i blame the parents for this childs death putting him in a no swimming area of water when he could ave just went in the main pool where the water is heated instead of the lagoon which was cold
1056,0,Oh  an article on Fox couldn t possibly be wrong  thats hilarious ,Oh  an article on Fox couldn t possibly be wrong  thats hilarious 
1057,0,Obama is a traitor and belongs in prision ,Obama is a traitor and belongs in prision 
1058,0,How is Eyeseeit a traitor  ,How is Eyeseeit a traitor  
1059,0,I paid in longer than that and the lock box is running out  It is a socialist insurance program  Do you like it ,I paid in longer than that and the lock box is running out  It is a socialist insurance program  Do you like it 
1062,0,and to stone the children that talk back    so    ,and to stone the children that talk back    so    
1063,0,My Lilly Esin once in a blue moon got a new choice of the crop Chevrolet Corvette Stingray Coupe by unavailable off of a laptop    Flash it out ,My Lilly Esin once in a blue moon got a new choice of the crop Chevrolet Corvette Stingray Coupe by unavailable off of a laptop    Flash it out 
1065,0,Really   Smudge in history   Kidnapping thousands and enslaving them is not a  smudge   I am southern and I have pride without ever having touched that racist flag  It is extremely hateful and should have been retired  well  it was before the civil rights movement  years ago ,Really   Smudge in history   Kidnapping thousands and enslaving them is not a  smudge   I am southern and I have pride without ever having touched that racist flag  It is extremely hateful and should have been retired  well  it was before the civil rights movement  years ago 
1066,0,What exactly is racial diversity  The liberals insist race is just a social construct and that we re really all just alike  So which is it  Do the races differ or not  There is no diversity in diversity if we are all just alike ,What exactly is racial diversity  The liberals insist race is just a social construct and that we re really all just alike  So which is it  Do the races differ or not  There is no diversity in diversity if we are all just alike 
1068,0,Discrimination is alive and well in America  We just call it affirmative actions  If discrimination is wrong then reverse discrimination is just as wrong with all Do Respect to the SCOTUS ,Discrimination is alive and well in America  We just call it affirmative actions  If discrimination is wrong then reverse discrimination is just as wrong with all Do Respect to the SCOTUS 
1069,0,      correct ,      correct 
1070,0,So Americans will never improve then  ,So Americans will never improve then  
1072,0,CREATE JOBS A NEW BOUNTY HUNTER WANTED DEAD OR         ALIVE  NOT SO MUCH     ,CREATE JOBS A NEW BOUNTY HUNTER WANTED DEAD OR         ALIVE  NOT SO MUCH     
1073,0,people  Who ,people  Who 
1074,0,why did that comment get deleted    why dont Mexicans do well in the olympics,why did that comment get deleted    why dont Mexicans do well in the olympics
1075,0,Learn to read  Previous law required a victim to put up a physical struggle before the rapist could be prosecuted   The new law only requires her to say  no  ,Learn to read  Previous law required a victim to put up a physical struggle before the rapist could be prosecuted   The new law only requires her to say  no  
1076,0,This family is the worst to ever reside in the White House  Have they no shame  Obama who refused to apologize to Pearl Harbor victims apologizes to the country that killed them  What a most reprehensible act ,This family is the worst to ever reside in the White House  Have they no shame  Obama who refused to apologize to Pearl Harbor victims apologizes to the country that killed them  What a most reprehensible act 
1078,0,what number will make you happy ,what number will make you happy 
1080,0,Give it up  Alligators were there first  I dont want to see any species wiped out ,Give it up  Alligators were there first  I dont want to see any species wiped out 
1081,0,You forgot to take yours  clearly   ,You forgot to take yours  clearly   
1082,0,its too bad Charles Manson is no longer single  shesa good match ,its too bad Charles Manson is no longer single  shesa good match 
1083,0,Stand by for it to get much worse ,Stand by for it to get much worse 
1084,0,And military records dont support his claim  Like any politician he was pandering for sympathy and votes ,And military records dont support his claim  Like any politician he was pandering for sympathy and votes 
1085,0,and   more then you have ever heard,and   more then you have ever heard
1086,0,I get it  you cant defend your pedophilia  so yourelashing out  Get help ,I get it  you cant defend your pedophilia  so yourelashing out  Get help 
1087,0,As is usually the case with Wayne ,As is usually the case with Wayne 
1088,0,U NEED A VISION CHECK U MUST HAVE CATARACTS,U NEED A VISION CHECK U MUST HAVE CATARACTS
1090,0,This is at a college commencement speech  So rather than making the day about them  it was about Trump  Inappropriate    and tacky ,This is at a college commencement speech  So rather than making the day about them  it was about Trump  Inappropriate    and tacky 
1092,0,Common sense is out   intellectuals is in    kcaraB amadO,Common sense is out   intellectuals is in    kcaraB amadO
1095,0,So discriminating alligators chose their victims because they taste good or because they have good taste ,So discriminating alligators chose their victims because they taste good or because they have good taste 
1096,0,So what are your thoughts on affirmative action ,So what are your thoughts on affirmative action 
1097,0,Did you not understand the question ,Did you not understand the question 
1098,0,thats a given ,thats a given 
1099,0,Talking about Republican Larry Craig ,Talking about Republican Larry Craig 
1100,0,So much for the smartest and brightess  Lets just keep dumbing down the requirements      Idocracy is only a generation away ,So much for the smartest and brightess  Lets just keep dumbing down the requirements      Idocracy is only a generation away 
1101,0,Discriminate against them in what way ,Discriminate against them in what way 
